age,revenu_mensuel,anciennete_compte_mois,nb_transactions_mois,montant_moyen_transaction,taux_endettement_pct,nb_incidents_paiement_12m,montant_credit_demande,type_contrat,score_bureau_externe,utilisation_carte_pct,default
18,1375.21,6,19,48.07,42.34,2,2082.43,CDI,634,45.66,0
49,6678.79,13,19,53.51,17.62,0,971.27,Sans emploi,455,49.08,1
21,1030.11,27,20,18.99,17.74,1,3011.5,CDI,574,47.21,0
32,1123.16,5,17,71.75,30.6,1,20993.63,CDI,630,46.55,0
31,2020.67,27,25,27.49,50.69,0,3056.42,CDI,637,20.6,0
40,4680.19,12,13,10.83,56.19,0,1794.28,CDI,695,50.69,0
19,1253.95,38,11,113.5,58.33,0,5313.02,CDI,695,56.79,0
39,1617.18,1,10,16.59,19.69,1,3240.23,CDI,530,6.68,1
54,2943.85,26,9,50.55,29.93,1,5221.73,Indépendant,521,51.88,1
22,1806.3,25,21,47.45,35.45,0,4623.19,CDI,715,14.86,0
37,1568.33,67,20,46.12,43.05,1,3120.51,Indépendant,582,24.17,0
28,2343.2,30,23,45.5,30.55,0,3910.82,CDI,754,72.54,0
39,2056.05,38,13,15.99,38.7,0,9096.31,Sans emploi,634,85.19,0
35,2882.97,56,21,127.17,24.56,0,3339.11,CDI,743,24.71,0
29,3238.92,27,18,71.73,31.11,0,8779.31,CDI,617,21.35,0
39,2087.92,8,19,49.31,29.08,0,4967.35,CDI,639,30.85,0
52,2073.75,48,21,12.06,22.45,0,6306.92,Sans emploi,721,16.23,0
33,2003.18,33,15,15.89,44.38,1,5570.49,CDI,537,12.53,0
42,2264.6,13,29,56.84,20.19,2,3100.65,CDI,592,51.67,0
22,1866.1,29,23,7.15,20.83,0,8074.19,CDD,817,5.99,0
26,1820.25,48,16,44.34,34.03,2,4802.1,CDI,611,45.49,0
39,3104.77,88,13,12.07,33.4,1,2667.05,CDI,636,61.08,0
49,3580.25,72,18,17.32,6.98,0,1660.81,CDI,650,51.17,1
38,929.49,9,19,11.35,47.8,1,5806.73,CDD,707,42.36,1
32,1828.9,13,22,41.25,9.74,0,1419.37,Indépendant,711,66.69,0
35,1339.22,3,13,81.26,6.19,0,2207.34,CDI,617,12.5,1
23,1584.95,7,19,44.66,37.26,0,1720.74,CDI,686,32.66,0
41,2178.78,51,11,48.65,25.8,0,6109.56,CDI,582,56.16,0
43,2454.23,11,20,38.82,50.68,0,4820.1,Indépendant,680,58.31,1
30,1731.93,23,17,57.96,64.12,0,4348.91,CDD,598,51.12,1
30,800.0,26,26,49.0,48.36,0,4218.17,CDI,767,41.96,0
37,1183.92,36,11,5.0,25.25,0,4003.37,CDI,822,42.5,0
31,2715.79,5,24,68.99,30.35,0,9857.14,CDI,485,56.63,0
34,800.0,9,11,63.57,53.82,0,1612.95,CDI,814,23.03,0
55,3092.06,14,12,25.68,26.53,0,7873.21,CDI,631,13.14,0
32,2297.25,11,11,7.32,11.35,0,3429.52,Sans emploi,738,53.76,0
31,3274.81,96,19,41.14,40.6,0,10383.75,Indépendant,733,73.67,0
28,1666.43,43,13,43.92,18.93,0,4985.21,CDI,499,59.92,0
42,800.0,15,12,24.16,24.23,0,6493.85,Sans emploi,624,40.92,0
33,2206.01,50,19,39.39,16.71,0,4485.24,CDD,520,25.18,0
28,3214.72,10,20,78.49,39.38,0,2010.71,Indépendant,523,23.0,0
47,2750.19,37,18,220.45,6.13,0,3796.68,CDI,776,25.84,0
48,1354.84,6,17,38.18,20.07,0,3813.06,CDI,723,48.74,0
29,1892.58,35,26,44.17,27.07,0,5311.78,Indépendant,498,34.37,0
18,1435.62,14,19,17.93,8.76,0,5473.66,CDI,518,33.07,0
44,1263.46,3,21,23.04,16.35,1,6936.54,CDD,737,51.32,1
28,2788.07,8,19,30.63,34.67,0,5213.45,CDI,737,15.77,0
42,1067.31,12,13,85.24,55.18,0,3444.3,CDD,687,28.53,0
18,1222.14,33,20,64.46,11.62,1,2135.97,CDI,653,57.67,0
43,1112.77,2,15,153.08,33.85,1,5771.46,Indépendant,582,42.25,0
23,936.69,26,18,10.67,48.63,1,1783.68,Indépendant,627,15.34,1
42,1943.61,30,19,12.14,20.43,0,4744.38,CDI,686,53.68,0
35,3056.51,25,10,80.36,32.41,0,6823.48,CDI,640,63.0,0
26,1676.64,34,11,105.28,24.12,1,4700.54,Sans emploi,653,11.02,0
31,930.23,5,22,34.95,26.7,0,2201.29,CDI,850,39.15,0
41,2648.15,21,15,5.0,44.65,0,3319.7,CDI,617,47.21,0
36,3861.55,67,15,19.08,24.29,0,3740.17,CDI,533,73.19,1
40,1364.82,22,19,44.23,29.51,1,3582.07,CDD,663,24.16,1
54,1470.8,22,16,16.9,6.2,0,4432.76,Sans emploi,645,10.11,1
20,2291.55,32,20,39.34,44.85,0,5863.87,Sans emploi,615,30.82,1
50,3753.17,10,18,149.45,18.86,0,3030.24,CDD,607,46.11,1
36,1443.97,29,19,103.44,14.57,1,5404.03,CDI,550,18.52,0
26,1004.98,59,15,63.95,22.72,0,4984.75,CDD,664,7.89,0
22,2412.97,1,19,32.39,25.78,0,6362.16,CDD,756,41.31,0
33,2600.31,48,23,23.17,45.94,1,2878.32,CDD,669,23.61,0
44,1825.73,6,16,61.45,19.62,0,4151.38,Indépendant,611,52.69,0
33,1419.52,14,22,34.74,51.49,2,2820.72,CDI,600,51.34,0
49,2836.97,45,18,35.68,17.63,0,3340.61,CDD,644,6.82,0
21,2304.24,41,21,10.17,22.21,1,2748.69,CDD,701,36.96,0
35,1292.43,53,18,19.52,44.62,0,2369.79,Sans emploi,679,45.69,0
23,1861.05,67,18,61.17,7.72,0,8850.64,CDI,669,51.49,0
38,996.39,14,19,14.44,58.32,0,4876.52,CDI,544,47.37,0
43,2472.31,25,23,41.89,40.72,0,2008.75,CDI,776,9.28,0
31,1619.78,12,19,46.96,6.1,0,3360.16,Indépendant,631,11.53,0
18,1499.18,10,20,49.15,16.9,0,2031.83,CDI,820,3.45,0
37,1794.24,13,16,52.69,17.64,0,3830.81,CDI,700,36.51,0
39,1853.77,32,24,55.53,10.12,0,3157.3,CDD,466,42.83,0
39,2713.89,16,21,20.95,24.69,0,3978.15,CDI,510,25.16,1
47,2369.96,40,18,10.86,32.24,0,1175.94,CDI,692,49.15,1
24,1698.06,32,17,17.24,15.81,0,1348.44,CDI,572,28.98,0
41,2559.57,1,22,60.14,29.1,0,3360.76,CDI,614,54.91,0
46,2177.06,24,15,13.36,8.24,0,5843.19,CDD,612,67.94,0
18,1505.28,14,10,15.14,23.46,0,3811.18,CDD,371,50.8,0
38,1722.23,14,18,15.08,14.33,0,2292.79,CDI,667,60.32,0
30,1704.27,40,23,8.08,12.22,0,2115.3,Indépendant,677,36.91,0
34,2280.95,19,25,13.94,6.74,0,7697.8,CDI,841,42.33,0
38,1545.82,51,17,74.24,56.88,0,2063.19,Indépendant,615,70.99,1
30,1529.78,30,18,19.48,37.45,1,4280.03,Indépendant,635,67.28,0
28,4381.15,19,20,8.72,46.6,0,1762.67,CDI,620,21.17,0
35,2768.67,33,17,22.86,19.9,0,3093.54,Sans emploi,850,54.7,0
24,1296.95,1,20,50.69,60.24,2,6030.45,CDI,670,82.06,1
24,2348.75,1,18,8.18,19.39,1,1615.6,CDI,605,58.16,0
41,1919.43,2,22,71.57,18.93,0,2234.22,CDI,651,3.95,0
24,2168.15,14,21,11.08,44.67,2,7007.32,CDI,625,25.55,1
41,1935.76,6,21,25.03,24.38,1,8156.89,CDI,622,59.88,1
39,3095.12,98,17,24.78,10.56,2,7132.15,CDI,590,87.04,0
18,2124.19,19,26,21.99,20.68,0,4608.48,Indépendant,723,7.11,0
28,1771.02,26,20,32.38,14.85,2,1256.14,CDI,610,58.54,0
46,2898.12,8,19,62.46,23.18,0,2274.45,CDI,620,24.28,0
25,2020.39,9,15,32.99,22.57,0,4769.85,CDI,650,37.8,0
30,1922.11,10,17,21.25,14.58,0,1874.24,CDI,655,50.19,0
39,2094.47,28,18,48.63,55.98,0,1875.38,CDI,762,24.82,0
42,1746.29,15,15,40.02,58.32,0,7505.38,Indépendant,620,48.7,1
32,1828.25,17,17,20.22,42.32,0,2051.29,CDI,650,20.67,0
29,1401.55,21,17,35.2,4.42,0,9532.57,Indépendant,590,26.2,0
48,1302.42,35,18,18.95,27.61,0,5497.12,CDI,663,42.97,0
51,1166.35,2,10,17.35,59.52,0,5252.73,Sans emploi,660,77.85,0
44,978.65,36,17,63.8,30.71,0,3673.8,CDD,628,31.9,0
36,1229.85,20,16,48.24,12.14,0,15896.91,CDI,614,63.17,0
27,1684.59,26,18,62.06,24.53,0,4881.56,CDI,430,70.56,0
27,1906.44,9,22,55.86,43.33,0,3006.71,CDI,548,40.24,1
40,1613.24,12,27,17.06,61.63,0,3334.11,CDI,565,39.45,1
39,800.0,6,21,74.29,13.83,1,4443.47,CDI,720,50.09,0
48,3674.84,92,13,27.01,11.15,0,4342.44,CDD,600,0.78,0
41,2955.93,16,16,70.24,8.85,1,4527.31,CDD,780,32.11,0
20,2221.21,131,20,30.89,23.33,0,4691.88,CDI,648,21.44,0
45,4263.05,16,20,43.46,7.15,0,4983.96,Indépendant,684,69.97,0
25,1177.44,6,22,44.49,12.37,0,1373.02,Indépendant,685,61.37,0
31,4225.45,17,17,64.17,9.64,0,4803.93,CDI,542,19.35,0
37,1183.84,1,16,9.53,37.13,0,7313.54,CDI,676,27.7,0
54,2025.31,56,25,9.97,3.18,1,3847.11,CDI,522,38.21,0
65,1031.6,40,18,57.47,7.46,2,4203.68,CDI,734,25.09,0
41,1832.71,31,14,44.95,33.43,1,3827.13,Indépendant,585,41.81,1
33,2162.95,22,24,18.61,50.69,0,3660.04,Indépendant,706,53.67,0
40,1699.36,21,12,45.23,50.16,3,4949.88,CDI,589,69.87,1
43,2503.36,136,4,11.37,15.21,0,3721.17,CDI,670,32.01,0
32,1902.95,8,21,433.06,39.62,0,3700.15,Indépendant,595,46.8,0
52,1442.31,36,22,94.61,21.39,0,3078.28,CDI,738,37.48,0
37,1414.03,21,20,55.3,11.66,1,2286.95,CDI,646,18.24,0
39,2614.08,88,12,36.12,44.12,0,1423.37,Sans emploi,690,14.86,0
41,1360.26,42,18,21.03,39.81,0,3173.81,CDI,599,23.35,1
39,2738.79,155,17,12.27,11.38,1,2866.28,Indépendant,616,31.89,0
43,3141.1,21,16,31.17,36.54,0,9966.59,CDI,646,62.59,0
29,865.02,5,24,17.43,3.66,1,4995.15,CDD,662,39.88,0
29,3017.81,17,14,18.24,46.57,1,3315.3,CDD,540,16.44,1
24,4563.97,29,19,11.29,18.58,3,4191.42,CDD,751,23.77,0
39,2037.33,35,23,41.37,70.13,0,4140.02,CDI,683,36.71,0
42,2378.42,1,20,25.39,35.2,1,6229.57,CDI,520,69.36,0
39,2891.42,17,23,51.67,42.21,0,2738.85,CDI,610,22.63,0
51,1610.23,6,20,48.62,47.99,0,5429.98,CDD,432,10.94,0
35,1974.95,49,20,40.72,33.43,1,2268.31,CDD,557,48.11,0
41,1013.2,4,19,270.35,25.67,1,3134.33,CDI,736,35.74,0
24,1936.88,26,20,64.69,50.61,0,2019.52,CDD,661,36.89,0
31,2273.69,7,16,12.76,26.17,1,1617.2,CDI,543,67.42,0
41,2292.07,10,12,48.68,34.4,0,12340.14,CDI,679,43.33,0
43,2928.31,67,22,32.65,58.34,1,4527.85,CDI,583,56.0,1
32,1288.76,7,23,11.98,15.84,0,3849.55,CDI,522,19.21,0
34,1435.77,2,19,11.25,37.95,0,2572.5,CDI,693,30.18,0
20,4240.33,2,16,48.47,47.17,0,6891.84,CDD,578,43.43,0
31,1702.67,17,11,58.64,54.44,1,4445.96,Sans emploi,597,52.87,1
43,1990.65,24,18,15.07,29.91,1,3281.09,CDI,620,56.65,0
40,1767.13,9,12,72.51,50.62,0,1777.59,CDI,711,34.08,0
40,1262.1,28,12,42.52,14.67,0,7491.75,CDI,721,22.72,0
35,3755.94,1,18,86.45,49.54,0,3447.42,CDD,630,35.63,0
35,1438.92,46,15,79.58,41.52,1,2423.08,Indépendant,626,87.6,0
28,1101.28,40,19,30.1,31.69,0,3183.26,CDD,660,19.61,0
41,1489.16,100,17,121.77,51.05,0,9918.4,CDI,553,20.54,0
39,800.0,65,15,14.19,22.86,0,6810.12,CDD,648,16.09,1
39,1361.75,10,11,219.21,35.66,0,2986.55,CDI,633,54.01,0
30,1182.3,12,14,17.17,68.3,0,18086.76,CDD,550,56.23,0
18,2397.96,32,14,32.81,33.26,0,4096.91,CDD,620,37.79,1
45,1348.38,3,13,21.89,47.59,0,1503.18,Sans emploi,728,74.99,0
30,2705.28,9,17,25.39,65.59,0,3799.68,CDD,554,18.63,1
26,3397.26,3,13,332.1,10.98,1,2685.01,CDD,713,79.16,0
41,2579.64,14,17,23.75,22.7,0,5317.91,CDI,566,33.74,0
31,1653.98,19,19,66.09,24.83,0,3604.18,Indépendant,628,26.82,0
45,1939.02,6,14,28.35,21.28,0,2460.09,CDD,682,9.89,0
41,922.29,1,20,70.64,27.71,0,4939.77,CDI,570,37.13,0
41,1715.28,30,12,22.29,13.23,0,1503.67,CDI,613,55.76,0
22,1240.47,1,13,41.58,16.77,1,4174.43,Indépendant,702,48.97,0
46,2481.63,86,17,55.58,12.3,1,15041.65,Indépendant,682,64.29,0
37,5735.6,6,21,19.41,31.46,0,7258.76,CDI,703,37.98,0
31,2275.42,26,22,291.86,33.15,1,1802.32,CDI,694,55.0,0
36,800.0,14,25,57.88,13.93,0,8893.34,CDI,699,30.63,0
18,1549.82,1,16,28.56,30.8,0,3959.49,CDI,673,43.42,0
39,1922.98,15,17,19.78,27.59,1,2476.5,CDI,647,25.04,0
25,1893.08,17,14,36.58,33.01,1,3812.47,CDI,811,50.64,0
22,1314.3,46,13,13.21,21.89,0,7134.65,CDI,774,37.4,1
20,2031.24,31,19,136.51,40.17,0,2653.85,CDI,850,74.9,0
45,1046.12,2,15,47.65,20.32,0,1464.37,CDI,636,50.09,1
29,1194.6,6,23,31.8,11.61,0,2161.44,CDD,638,73.7,0
49,2428.49,9,12,76.92,15.35,0,3826.86,CDD,520,9.13,0
30,1157.5,3,20,19.41,65.28,0,2053.09,CDI,493,65.13,0
18,2314.72,14,14,13.84,18.48,0,4018.49,CDD,618,34.51,1
24,988.53,98,14,30.77,10.65,0,2871.16,CDI,791,40.88,1
47,4000.25,17,20,37.61,27.02,0,1784.16,CDI,736,36.34,0
33,1289.07,32,15,51.49,17.97,0,4978.44,CDD,619,77.11,0
29,1647.88,27,16,10.78,39.74,0,4861.82,Indépendant,688,79.33,0
36,2110.02,45,14,23.87,19.31,1,4388.07,CDI,559,21.71,0
40,1414.96,6,25,5.0,22.84,0,1242.07,CDI,703,67.31,0
45,1941.0,33,15,13.56,19.45,0,1781.72,CDI,657,64.74,0
49,2353.38,51,18,59.45,65.07,0,5417.34,CDI,765,52.07,0
31,2794.57,4,17,72.0,35.72,0,3073.09,CDI,655,29.43,0
22,2591.54,10,19,13.99,9.31,0,5695.49,Indépendant,362,49.23,0
31,1686.44,83,15,26.45,24.87,1,2052.37,Indépendant,633,13.2,0
37,1705.48,36,17,34.74,51.31,1,1927.71,CDI,634,68.77,1
25,5191.11,8,20,78.87,30.7,1,2651.3,CDI,640,76.74,0
26,2781.24,20,14,112.07,2.5,0,3603.03,Indépendant,479,35.96,1
38,1206.97,12,22,38.37,15.77,0,4768.59,CDD,839,31.95,0
34,1903.78,16,23,27.8,38.36,0,3986.22,CDI,660,53.92,0
35,1567.95,10,20,11.06,51.75,0,4882.04,CDD,632,53.19,0
27,1714.1,8,18,37.05,42.09,0,4902.68,CDI,603,27.73,0
32,1052.21,27,5,171.46,12.03,0,2469.49,CDI,600,46.85,0
26,1515.17,36,20,93.04,53.91,0,7630.38,CDI,520,81.06,0
43,4084.5,49,16,39.03,14.84,0,2552.82,Indépendant,755,32.59,0
45,2357.29,4,17,43.13,7.08,1,2015.52,CDI,652,87.31,0
18,800.0,41,10,19.92,12.29,0,4350.63,CDI,659,15.14,0
26,3132.73,7,20,25.78,50.39,1,3077.99,CDI,749,25.78,0
20,2960.09,13,12,38.21,14.45,0,7903.66,CDD,609,32.0,0
28,1551.16,55,18,38.3,53.71,0,2988.57,CDI,768,42.36,1
34,2507.14,14,22,74.84,39.68,0,2311.58,Indépendant,610,51.36,1
21,1241.04,5,16,72.06,15.43,0,2785.47,CDD,582,19.9,1
26,1476.26,4,23,51.09,29.47,0,4300.68,CDI,621,52.04,0
25,3552.3,15,15,15.64,27.79,0,4476.93,CDD,638,33.02,0
37,1612.93,34,20,16.1,8.96,0,1952.31,CDI,754,29.53,0
35,800.0,139,12,17.05,28.76,1,3990.69,CDI,675,40.36,0
28,1770.06,37,22,40.91,16.56,1,2768.97,CDD,683,31.75,0
36,1758.03,50,22,7.03,23.77,0,3288.22,Indépendant,541,51.96,0
29,3107.18,33,20,33.89,30.69,1,3137.18,CDI,665,73.87,0
32,1832.42,54,16,102.04,52.61,0,4563.16,CDI,507,18.17,0
51,1508.66,2,12,57.25,27.42,1,5541.72,CDI,592,34.58,0
48,2901.82,63,16,25.91,52.66,0,3718.89,CDI,653,8.55,0
22,1921.52,12,23,19.77,14.23,0,8731.67,CDI,536,8.56,1
43,1303.09,60,18,63.79,15.15,0,8736.17,CDD,850,64.5,0
42,3047.66,2,11,43.22,30.19,0,4958.37,CDI,606,42.9,1
24,1985.0,30,13,28.11,18.85,0,6199.16,CDI,756,34.01,0
43,1823.12,32,23,21.52,6.21,0,1923.42,Indépendant,728,27.56,1
49,1971.1,137,20,36.14,46.13,0,3551.01,Indépendant,715,17.7,0
24,1129.45,35,13,26.89,24.01,0,1616.38,CDD,692,9.88,0
26,1438.95,11,10,62.74,37.34,1,3606.51,CDD,565,31.83,0
44,1823.65,19,15,89.56,27.56,0,2818.42,CDD,700,36.31,0
37,1669.33,11,10,11.74,11.62,0,3621.53,CDI,642,22.07,0
40,3211.53,5,17,13.11,16.31,0,2716.62,CDI,486,60.86,0
38,2006.13,7,28,97.33,17.64,0,3301.7,Sans emploi,706,25.67,0
38,2665.87,6,11,38.75,20.37,0,4753.63,Indépendant,636,8.44,1
22,1828.39,19,17,14.1,27.87,0,2235.74,Indépendant,497,47.11,0
45,2916.4,56,23,73.26,40.58,0,3756.46,Sans emploi,850,30.89,0
46,2173.94,58,21,44.44,18.44,1,4610.91,Indépendant,809,45.35,0
32,1831.67,1,17,189.49,16.8,0,2834.66,Indépendant,686,20.3,0
34,1809.99,2,17,28.35,23.98,1,1866.88,Indépendant,683,50.33,0
20,1189.54,7,13,80.78,28.51,1,3834.43,CDI,664,14.05,0
40,2282.63,7,17,11.02,19.05,1,6100.84,Indépendant,453,34.88,0
40,1788.39,2,19,101.04,15.02,1,4771.93,CDD,695,36.5,0
34,1455.51,12,23,71.06,16.26,0,2467.68,CDI,681,19.66,0
45,2982.4,21,15,118.84,62.04,0,2734.0,CDI,689,35.4,0
31,1042.53,20,17,80.89,28.43,0,2641.88,Indépendant,592,28.72,0
40,1508.04,19,14,31.53,12.99,1,1582.98,CDI,635,33.85,0
25,2879.47,10,19,13.68,32.92,0,11473.4,CDI,673,35.77,0
34,2095.87,29,21,21.31,5.49,0,4144.99,Indépendant,636,46.38,0
33,1782.29,42,21,8.64,14.15,0,6199.84,CDI,649,58.51,0
37,2036.42,10,13,16.62,32.42,0,3410.82,CDI,681,23.66,1
31,1972.42,2,19,47.45,14.75,0,1622.67,CDI,679,50.54,0
33,925.72,8,15,32.81,9.91,1,5470.22,Indépendant,669,55.66,0
43,1558.11,4,22,28.61,3.22,1,9165.61,CDI,685,44.93,1
31,3744.22,15,17,18.36,36.79,0,1997.7,CDI,557,45.86,1
19,1356.88,4,12,8.56,36.82,0,1415.93,CDI,603,17.11,0
51,1579.78,15,17,39.25,34.43,0,4200.7,CDD,546,36.17,0
48,1430.01,6,20,45.76,22.19,0,12767.91,Indépendant,588,32.84,0
22,1751.44,32,19,15.73,12.33,1,3837.34,Indépendant,641,63.08,0
41,1403.78,1,16,22.48,15.26,1,2275.91,Indépendant,562,30.39,1
30,2262.19,19,15,113.22,13.55,0,8116.24,CDI,830,51.04,0
37,1988.23,4,14,84.04,18.5,1,3241.41,Sans emploi,795,26.97,0
38,2570.88,1,16,10.71,37.96,1,2669.15,Indépendant,532,1.01,0
32,1139.43,48,14,31.88,9.05,1,5129.54,CDD,652,7.17,0
27,1564.32,26,22,105.79,58.27,0,6535.01,Indépendant,798,74.98,0
28,1646.37,2,14,28.77,53.45,0,1401.43,Sans emploi,589,18.67,0
26,2231.03,26,18,27.62,33.79,0,4884.73,CDI,712,4.08,0
27,1278.22,22,18,79.78,13.79,0,1896.59,Sans emploi,786,53.96,0
34,2739.09,15,22,73.47,5.13,0,2004.8,CDI,684,34.94,0
28,3090.66,13,22,70.57,22.3,1,5748.85,Indépendant,748,9.39,0
41,1171.41,52,21,27.77,12.12,1,3218.17,CDI,533,24.68,0
49,1462.75,7,19,57.08,31.18,0,2196.76,CDD,601,49.58,0
29,1436.2,12,13,109.12,57.45,0,6343.44,CDD,644,61.2,0
37,5890.19,9,13,32.76,33.95,1,5173.81,Sans emploi,637,31.41,1
39,1503.07,35,14,24.87,66.2,0,3731.83,CDI,742,26.68,0
39,3847.66,59,21,88.79,23.4,1,2628.02,CDI,678,32.72,0
35,1034.92,45,18,167.57,33.98,0,2636.43,CDI,656,45.01,0
42,1171.0,38,22,176.9,33.33,0,1434.38,CDI,474,21.55,0
39,1340.47,103,22,25.44,19.54,1,10232.47,CDI,634,5.75,1
23,1248.66,28,15,27.51,40.85,0,4127.49,CDI,543,48.89,0
43,1615.69,33,18,15.28,23.34,0,1930.76,CDI,584,47.84,0
43,1327.28,96,18,37.34,3.95,1,12643.95,Indépendant,609,29.16,0
27,1263.41,1,17,14.75,21.12,0,3165.09,CDI,706,25.58,0
35,3052.38,24,16,22.6,9.0,0,5539.99,CDD,648,6.96,0
41,3142.62,32,23,58.8,51.36,0,2581.08,CDD,783,44.02,0
33,2780.5,59,18,46.15,33.35,1,3398.03,CDD,717,15.53,0
45,2300.09,51,18,8.31,16.06,0,3430.29,CDI,616,33.79,0
57,1897.63,44,15,115.73,23.2,1,4873.84,CDI,522,51.05,1
27,1458.73,69,21,14.6,42.55,2,7187.61,CDI,632,23.55,1
21,1190.22,18,14,16.11,42.08,0,2885.43,CDD,740,32.94,1
38,2140.72,1,20,12.97,12.7,0,3372.45,CDI,573,30.81,0
42,1078.75,1,20,20.35,45.6,0,8758.3,CDI,606,5.43,0
32,1168.77,19,16,16.94,31.55,0,4865.49,Indépendant,585,26.46,0
49,3044.83,14,19,17.26,29.5,0,3520.47,CDI,661,6.82,0
22,4250.06,14,19,5.0,24.61,0,6847.15,CDD,602,28.32,0
41,2169.84,12,18,37.68,29.07,0,3099.54,CDI,600,67.34,1
29,2982.39,59,18,40.8,32.27,0,2750.29,Indépendant,638,23.55,0
51,1631.66,11,18,195.66,3.31,0,4334.06,CDD,647,5.09,0
54,1002.65,46,18,49.74,25.58,2,3854.93,CDI,692,31.25,0
27,2392.34,55,18,23.13,4.38,0,2808.49,CDI,646,16.42,0
29,2347.02,16,13,13.37,15.1,0,4435.69,CDD,769,81.37,1
43,1879.88,14,17,31.6,25.4,0,1404.67,CDI,632,25.41,0
31,1634.19,34,19,48.31,29.82,0,2644.57,Indépendant,488,34.11,1
34,2796.56,29,18,23.01,33.03,1,1586.05,CDI,618,46.15,0
35,1173.05,9,22,35.71,63.5,0,1798.17,Indépendant,596,51.98,0
18,1289.35,3,21,149.31,11.33,0,1342.98,CDI,693,2.81,0
35,1161.4,7,14,25.25,12.59,0,3337.58,CDI,685,76.21,0
28,1891.07,3,17,7.83,19.8,1,2586.75,Sans emploi,677,50.0,1
30,1120.8,8,17,67.25,56.76,0,4537.02,CDD,713,26.25,1
49,1341.88,7,18,43.5,46.75,0,4711.85,CDI,702,22.13,0
23,1329.07,24,18,9.0,15.63,1,7862.8,CDI,747,27.12,0
43,1620.95,73,20,47.52,14.28,0,2327.36,CDI,705,28.46,0
32,937.89,27,19,15.65,15.27,0,4133.12,CDI,656,32.64,0
32,1892.95,62,23,48.03,19.58,0,3077.32,CDI,747,29.36,1
42,3175.74,36,19,150.47,17.07,1,4554.95,CDI,690,13.62,0
38,1934.16,31,14,29.67,23.82,1,4228.96,CDI,696,53.63,0
40,3620.72,13,16,79.19,14.67,0,2986.5,Indépendant,594,26.27,0
44,3300.94,9,20,13.08,46.24,0,3490.29,CDI,570,75.69,0
32,2575.68,44,11,10.43,28.61,0,1551.77,Indépendant,626,35.29,0
29,1882.41,56,12,163.95,43.18,1,4967.17,CDI,734,91.88,0
24,1839.11,14,18,43.28,21.05,2,1137.91,CDI,638,28.88,0
27,2559.72,1,22,55.92,2.93,0,4809.49,CDI,604,78.44,0
63,1528.92,37,23,83.55,26.59,0,1561.92,Indépendant,600,36.17,1
47,800.0,8,17,22.57,34.73,2,5600.64,Indépendant,757,11.07,0
22,2267.5,1,22,64.77,61.38,0,4751.51,CDI,516,80.33,0
22,1099.43,39,18,57.55,8.81,0,2506.91,CDD,543,27.49,1
39,1185.46,17,11,12.42,8.13,2,1127.92,CDI,557,14.95,1
40,1820.92,27,18,110.68,10.73,2,4665.98,CDI,598,54.92,0
40,1745.11,58,15,94.26,60.66,0,1531.67,CDI,697,69.18,0
32,969.92,18,22,12.53,25.34,2,6117.06,CDI,598,42.78,0
33,1960.21,17,18,39.81,33.38,0,1603.44,CDI,519,36.93,1
38,2801.47,8,13,28.45,12.08,0,1495.91,Sans emploi,715,66.06,0
36,1100.76,9,12,102.81,3.55,0,2995.51,Indépendant,690,32.19,1
18,3211.61,38,18,11.35,7.64,1,1481.78,CDI,770,16.17,0
32,907.93,14,8,563.56,10.21,1,3146.25,CDI,850,52.25,0
27,4681.28,4,16,29.73,71.06,0,1247.03,Indépendant,609,18.82,1
36,1515.62,2,19,60.54,16.26,0,4171.73,CDI,744,12.39,1
63,1942.92,15,13,100.37,27.86,0,2191.43,Indépendant,572,58.6,0
38,800.0,15,22,29.23,65.27,1,12310.96,CDI,678,35.88,1
32,1770.98,25,23,31.14,19.8,1,3916.26,CDI,513,39.32,0
44,2016.07,15,14,23.02,20.11,1,4234.36,CDI,656,37.03,0
39,1752.1,4,17,17.09,34.72,0,3754.49,CDD,757,14.29,0
39,1416.39,17,22,42.09,31.52,1,1228.83,CDI,844,64.47,0
41,1193.72,56,18,30.65,15.87,0,4128.43,CDI,659,11.11,0
54,3014.58,4,12,22.9,53.5,1,950.24,CDI,558,27.11,0
24,1845.93,28,17,23.97,5.43,0,13215.83,CDI,760,36.15,0
39,3619.81,21,14,53.35,7.29,1,1150.7,CDD,727,28.69,0
26,1439.7,33,23,18.3,47.7,0,1559.43,CDI,677,78.57,0
40,1499.79,4,20,28.1,49.58,0,5217.68,Indépendant,608,21.49,0
26,2619.54,67,17,68.58,49.5,0,5795.92,CDI,571,4.41,0
31,882.85,23,18,41.29,29.5,0,8176.38,Indépendant,663,59.45,1
32,1059.76,45,12,15.04,32.87,0,8124.13,CDI,691,69.56,0
44,2970.48,7,15,33.43,38.17,0,2001.51,CDI,632,45.82,0
44,1079.57,32,24,47.87,20.58,0,1072.79,CDI,677,23.01,0
23,808.92,36,18,73.6,40.09,1,4249.72,CDI,658,5.47,0
35,4189.61,12,22,18.91,41.44,0,1834.48,Indépendant,799,15.3,0
28,977.85,11,19,22.04,33.24,0,2643.32,CDD,724,51.2,1
23,1976.57,25,23,19.82,21.33,2,3429.38,CDI,820,17.25,0
33,1877.72,2,10,20.6,24.0,0,8230.44,Sans emploi,574,34.81,0
32,800.0,32,17,46.69,50.02,2,5094.9,CDI,708,64.85,0
58,1616.11,1,25,54.11,20.35,0,2698.09,CDI,650,70.38,0
