age,revenu_mensuel,anciennete_compte_mois,nb_transactions_mois,montant_moyen_transaction,taux_endettement_pct,nb_incidents_paiement_12m,montant_credit_demande,type_contrat,score_bureau_externe,utilisation_carte_pct,default_reel,proba_defaut,prediction,segment_risque
18,3016.95,7,25,10.91,8.16,0,2089.41,Sans emploi,559,55.4,0,0.6491,1,Risque eleve
18,2257.94,1,18,46.51,43.76,0,4964.69,Indépendant,463,24.4,0,0.6688,1,Risque eleve
38,1934.48,1,23,24.73,15.53,0,1735.75,Sans emploi,664,71.94,0,0.5752,1,Risque eleve
28,1548.38,17,10,11.95,17.62,0,2651.15,CDI,567,91.45,0,0.4626,0,Risque moyen
36,1569.19,15,26,44.65,13.02,0,1727.08,Indépendant,560,51.04,0,0.4726,0,Risque moyen
29,2543.95,110,12,65.12,10.66,0,13224.73,CDD,657,12.25,0,0.3835,0,Faible risque
28,1567.21,15,20,51.62,42.53,1,2713.26,CDD,522,84.3,1,0.7953,1,Risque eleve
33,2136.83,1,23,32.88,82.58,0,2108.2,Sans emploi,650,79.72,1,0.8132,1,Risque eleve
26,1479.1,10,19,27.89,10.92,1,5745.23,Indépendant,544,59.63,0,0.5793,1,Risque eleve
50,1163.36,9,26,182.9,50.79,2,3972.85,CDI,630,53.87,1,0.7217,1,Risque eleve
40,1211.95,4,28,179.35,29.27,1,4729.01,Indépendant,678,40.74,0,0.4884,0,Risque moyen
42,1067.31,12,13,85.24,55.18,0,3444.3,CDD,687,28.53,0,0.5472,1,Risque eleve
46,1817.57,79,22,41.9,18.77,0,4885.11,CDI,727,55.8,0,0.2869,0,Faible risque
18,970.62,41,21,12.53,55.32,1,3886.45,CDD,679,60.14,0,0.6969,1,Risque eleve
35,1905.19,12,12,8.57,4.39,1,9378.93,Indépendant,717,10.98,0,0.2892,0,Faible risque
28,1562.23,9,13,44.57,47.46,1,3209.84,CDI,672,55.93,0,0.5404,1,Risque eleve
37,1977.14,5,20,9.32,7.26,1,4562.46,CDD,704,12.17,1,0.4017,0,Risque moyen
40,2386.58,5,17,19.98,39.88,0,1402.79,Sans emploi,625,60.58,0,0.6968,1,Risque eleve
39,1252.62,53,21,11.97,30.61,1,5403.77,CDD,781,64.66,1,0.4619,0,Risque moyen
23,1521.32,40,17,37.18,27.39,1,14922.32,CDI,570,41.8,0,0.5732,1,Risque eleve
54,1002.65,46,18,49.74,25.58,2,3854.93,CDI,692,31.25,0,0.5606,1,Risque eleve
18,1787.53,67,15,45.16,9.41,0,4788.82,CDD,719,23.93,0,0.3338,0,Faible risque
29,1436.2,12,13,109.12,57.45,0,6343.44,CDD,644,61.2,0,0.6059,1,Risque eleve
44,2933.56,41,19,49.34,24.63,0,4161.4,CDI,737,10.24,0,0.2394,0,Faible risque
41,2925.71,45,15,69.43,17.92,0,7750.17,CDD,566,22.01,1,0.502,1,Risque moyen
21,1190.22,18,14,16.11,42.08,0,2885.43,CDD,740,32.94,1,0.4304,0,Risque moyen
43,2058.69,8,21,31.36,46.4,0,8360.61,CDI,668,4.25,0,0.3867,0,Faible risque
44,1481.14,2,19,25.98,42.74,0,2407.35,CDI,577,37.21,1,0.5326,1,Risque moyen
33,2139.79,31,13,23.6,44.22,0,12504.05,CDI,603,3.81,0,0.4547,0,Risque moyen
29,1354.56,35,21,26.4,27.97,1,1592.2,CDI,630,25.41,1,0.5386,1,Risque eleve
24,1558.66,27,9,7.11,24.47,0,7742.76,CDI,616,32.72,0,0.3963,0,Risque moyen
27,1309.67,21,25,25.36,25.75,1,2350.84,Indépendant,736,43.79,0,0.4105,0,Risque moyen
31,1150.07,22,19,69.13,37.09,1,955.03,CDD,687,46.95,0,0.6057,1,Risque eleve
47,1589.56,2,16,8.55,25.42,0,7764.31,CDI,740,49.94,0,0.25,0,Faible risque
38,3016.69,1,18,19.83,9.53,0,2485.5,CDD,651,17.72,0,0.3481,0,Faible risque
24,1165.09,4,18,8.99,35.49,0,5853.98,Sans emploi,654,49.47,0,0.6673,1,Risque eleve
32,2048.09,18,14,20.01,10.6,0,2459.18,CDI,618,45.83,1,0.3445,0,Faible risque
46,1424.39,9,13,67.07,15.1,1,5830.18,CDI,781,29.58,0,0.2657,0,Faible risque
32,2608.24,21,19,23.92,35.94,0,3191.06,CDI,669,11.84,0,0.3555,0,Faible risque
38,1585.98,41,24,46.62,23.07,0,6318.85,CDI,751,17.32,0,0.2521,0,Faible risque
21,1241.04,5,16,72.06,15.43,0,2785.47,CDD,582,19.9,1,0.5186,1,Risque moyen
42,2651.49,25,10,45.76,43.63,2,1114.58,CDI,738,27.17,0,0.5146,1,Risque moyen
30,2118.43,9,13,12.63,21.75,0,2939.2,CDD,623,86.71,0,0.4825,0,Risque moyen
41,3985.21,46,21,357.92,44.47,0,3545.17,CDI,674,70.51,0,0.3826,0,Faible risque
46,1786.3,2,16,20.32,30.94,0,3028.19,CDI,594,44.59,0,0.4497,0,Risque moyen
23,3311.75,9,16,26.88,32.46,1,4520.42,CDI,750,24.11,0,0.3185,0,Faible risque
24,7066.68,5,17,20.62,26.88,1,3079.17,Indépendant,530,81.57,0,0.5054,1,Risque moyen
35,1360.63,1,22,31.31,10.72,0,2985.14,CDI,538,28.12,0,0.455,0,Risque moyen
42,1464.44,17,22,7.12,13.12,2,3501.29,Indépendant,587,70.41,0,0.6511,1,Risque eleve
35,1498.64,34,26,104.25,29.65,0,6836.71,Indépendant,617,19.45,0,0.4538,0,Risque moyen
39,2082.56,63,14,42.42,12.04,0,4332.3,CDD,777,44.47,0,0.2713,0,Faible risque
30,4242.94,16,21,11.56,29.13,0,2329.4,CDI,562,22.64,0,0.4208,0,Risque moyen
39,1982.58,35,23,46.2,22.15,0,1578.18,CDI,663,22.97,0,0.3465,0,Faible risque
42,1997.66,38,13,36.49,15.15,1,4458.37,CDI,416,45.38,0,0.7224,1,Risque eleve
38,1646.96,30,11,54.13,36.46,0,4542.61,Sans emploi,499,61.07,1,0.8231,1,Risque eleve
54,1853.35,27,10,76.09,31.37,0,2957.28,Indépendant,705,16.65,0,0.3295,0,Faible risque
34,1157.58,6,23,13.97,48.56,1,2287.4,Sans emploi,596,36.51,0,0.8456,1,Risque eleve
42,1248.29,29,19,64.09,59.61,0,5966.37,CDI,700,13.63,0,0.4449,0,Risque moyen
38,1206.97,12,22,38.37,15.77,0,4768.59,CDD,839,31.95,0,0.2199,0,Faible risque
45,2484.79,37,20,27.7,23.27,0,2965.64,Indépendant,662,39.37,0,0.354,0,Faible risque
36,1677.86,10,17,38.23,28.26,0,2197.73,CDD,832,10.51,0,0.2504,0,Faible risque
52,2578.09,15,18,13.41,17.04,0,3004.2,CDI,510,35.37,0,0.4841,0,Risque moyen
21,3031.81,60,16,41.0,9.97,2,3262.64,CDI,615,14.8,0,0.5462,1,Risque eleve
59,3020.29,8,17,28.84,19.32,0,3300.08,CDD,562,6.01,0,0.4936,0,Risque moyen
38,1728.56,26,21,135.8,35.82,0,9495.79,Indépendant,738,65.71,0,0.3189,0,Faible risque
32,3386.0,8,16,11.4,58.52,0,1805.33,CDI,573,39.8,1,0.5509,1,Risque eleve
20,1977.22,3,23,42.6,7.75,0,1842.86,CDD,590,20.66,0,0.4615,0,Risque moyen
34,800.0,6,23,27.73,16.19,1,4660.11,Indépendant,587,59.9,1,0.568,1,Risque eleve
40,2119.69,5,24,25.55,26.98,2,4678.68,CDI,723,43.07,0,0.4757,0,Risque moyen
25,1268.84,1,21,33.78,10.89,0,2322.74,Sans emploi,703,59.41,0,0.5205,1,Risque moyen
33,2338.96,35,22,21.21,35.95,0,4416.75,Sans emploi,757,74.24,0,0.5374,1,Risque eleve
28,1499.53,10,16,25.09,13.72,0,3396.66,CDD,712,46.02,0,0.3443,0,Faible risque
27,2722.57,16,17,19.47,33.72,0,3234.56,CDD,505,41.11,0,0.656,1,Risque eleve
33,2371.04,1,21,23.64,9.83,0,1639.42,CDD,727,16.25,0,0.2846,0,Faible risque
34,3796.95,8,9,61.08,58.04,0,3256.91,Sans emploi,690,81.13,0,0.6477,1,Risque eleve
42,1705.6,12,21,5.44,39.77,0,3771.83,CDD,743,24.39,0,0.394,0,Risque moyen
29,3329.71,18,22,32.21,46.82,0,1805.94,CDD,616,50.82,0,0.5631,1,Risque eleve
39,1941.02,13,16,18.67,43.94,0,1527.43,Sans emploi,575,48.99,1,0.7716,1,Risque eleve
29,1083.88,3,9,62.1,29.62,1,3484.81,CDD,646,64.5,0,0.6089,1,Risque eleve
38,1581.42,1,12,34.21,40.35,0,11315.73,CDI,712,17.97,0,0.3103,0,Faible risque
26,2958.06,9,12,15.33,27.18,1,4307.15,CDD,643,18.75,0,0.5345,1,Risque eleve
18,1635.41,17,26,15.7,18.69,0,2101.46,CDI,823,43.24,0,0.1835,0,Faible risque
35,1845.5,38,17,23.69,6.28,1,2931.09,CDD,759,41.47,0,0.3647,0,Faible risque
29,1504.45,4,11,27.14,25.61,0,7326.99,Sans emploi,532,40.07,1,0.7462,1,Risque eleve
26,2451.8,4,21,72.0,18.18,0,2767.66,Sans emploi,622,51.98,1,0.618,1,Risque eleve
38,1566.64,18,20,16.5,16.94,0,1072.17,Sans emploi,748,43.05,1,0.4815,0,Risque moyen
60,2003.96,40,18,84.8,23.85,0,3944.5,CDI,694,37.57,0,0.3093,0,Faible risque
36,1120.87,22,15,140.9,17.76,3,1199.61,Sans emploi,658,49.61,1,0.8581,1,Risque eleve
45,2357.29,4,17,43.13,7.08,1,2015.52,CDI,652,87.31,0,0.3892,0,Risque moyen
37,1351.67,6,15,44.65,17.17,0,2197.66,CDI,610,61.4,0,0.3989,0,Risque moyen
31,3970.58,33,22,64.1,4.73,0,10790.04,CDI,668,36.02,0,0.2153,0,Faible risque
20,2278.22,69,19,7.43,14.98,0,1807.67,CDI,777,64.35,0,0.2215,0,Faible risque
28,800.35,56,20,13.96,17.17,0,9702.56,CDI,697,37.37,0,0.3118,0,Faible risque
23,808.92,36,18,73.6,40.09,1,4249.72,CDI,658,5.47,0,0.5531,1,Risque eleve
42,2245.37,4,20,9.99,37.49,0,3773.81,CDD,741,65.85,0,0.3802,0,Faible risque
38,3514.41,18,14,46.39,50.74,0,7383.34,Sans emploi,798,68.88,0,0.4792,0,Risque moyen
43,2503.36,136,4,11.37,15.21,0,3721.17,CDI,670,32.01,0,0.3334,0,Faible risque
32,1847.63,17,14,64.1,31.01,0,3943.96,Indépendant,728,45.43,0,0.3093,0,Faible risque
24,2168.15,14,21,11.08,44.67,2,7007.32,CDI,625,25.55,1,0.663,1,Risque eleve
45,1169.32,1,23,196.04,33.65,0,1007.54,Indépendant,520,33.64,0,0.6084,1,Risque eleve
36,2731.33,16,13,13.24,26.67,0,1549.43,CDI,596,71.51,0,0.423,0,Risque moyen
44,1201.2,48,11,14.74,32.45,0,1615.2,CDD,667,4.41,1,0.4914,0,Risque moyen
34,6065.22,10,16,13.98,37.96,1,13844.56,Sans emploi,516,49.43,1,0.7688,1,Risque eleve
23,1356.24,1,21,21.5,10.08,0,1853.58,CDI,656,16.33,0,0.3078,0,Faible risque
33,800.0,24,19,54.48,12.25,0,3730.65,CDD,666,48.7,0,0.4262,0,Risque moyen
33,800.0,9,14,35.75,8.88,0,4460.49,CDD,709,75.56,0,0.3523,0,Faible risque
56,3242.31,17,15,93.26,36.27,0,3778.56,CDI,606,59.21,0,0.4223,0,Risque moyen
32,1326.55,5,17,32.28,36.05,0,13323.31,CDD,716,11.5,1,0.3859,0,Faible risque
49,2685.92,5,17,14.29,27.74,0,2987.19,CDI,621,41.07,0,0.3765,0,Faible risque
33,1865.04,21,9,65.29,45.65,0,4933.89,CDI,753,44.24,0,0.3105,0,Faible risque
30,2957.86,24,16,20.24,27.28,0,1956.03,CDI,547,34.71,1,0.4778,0,Risque moyen
51,2182.26,21,21,15.45,48.67,2,24038.12,CDI,756,23.37,0,0.4541,0,Risque moyen
36,1155.86,13,17,53.47,30.7,1,6779.14,Indépendant,651,71.04,0,0.529,1,Risque moyen
38,1419.1,7,24,96.04,35.12,0,1902.01,CDI,656,53.75,1,0.4172,0,Risque moyen
40,1978.29,6,15,16.2,14.74,0,4097.95,CDD,604,9.74,0,0.4507,0,Risque moyen
38,1223.77,15,10,14.71,34.73,0,5325.07,Sans emploi,723,40.69,0,0.5728,1,Risque eleve
21,2031.99,1,23,107.53,28.21,1,4466.89,CDI,576,13.3,0,0.5615,1,Risque eleve
29,1958.8,10,15,40.28,27.6,0,7428.6,CDI,730,36.53,0,0.2624,0,Faible risque
35,1835.22,29,25,22.73,12.81,0,3009.85,CDI,850,89.91,0,0.1553,0,Faible risque
55,3741.32,62,10,36.71,37.8,0,3218.1,CDI,702,38.57,0,0.3119,0,Faible risque
24,3294.38,15,19,55.79,22.31,1,3541.2,CDI,564,47.3,0,0.5325,1,Risque moyen
44,3396.29,50,14,122.3,14.81,0,3783.45,Sans emploi,629,58.77,1,0.5856,1,Risque eleve
26,1444.74,1,19,35.87,10.42,0,5515.46,CDI,613,43.51,1,0.3528,0,Faible risque
48,964.36,29,16,18.61,29.82,0,4650.16,CDI,669,68.19,0,0.3912,0,Risque moyen
36,1197.46,2,20,32.85,4.94,2,4975.32,Indépendant,749,23.82,0,0.3883,0,Risque moyen
29,2808.06,19,10,79.64,2.11,0,4279.86,CDD,586,63.94,0,0.4231,0,Risque moyen
48,3251.08,13,18,9.61,21.77,1,3734.04,CDI,604,39.46,1,0.4669,0,Risque moyen
20,800.0,4,14,14.78,27.55,0,2558.11,Indépendant,674,57.61,0,0.3923,0,Risque moyen
39,1563.7,8,17,39.44,18.41,0,6145.93,CDI,562,14.59,0,0.4334,0,Risque moyen
44,1954.27,94,19,38.84,24.44,0,6494.89,CDI,729,24.09,0,0.2929,0,Faible risque
22,1582.5,3,15,12.34,21.95,4,6823.43,CDI,520,70.46,1,0.8611,1,Risque eleve
37,5453.99,11,18,47.09,12.57,0,1957.9,Indépendant,668,57.38,0,0.2323,0,Faible risque
37,800.0,9,18,66.01,39.13,0,2458.09,CDD,638,28.1,1,0.5599,1,Risque eleve
34,1458.51,49,15,25.72,14.48,0,4945.4,CDI,741,63.31,0,0.2517,0,Faible risque
28,2343.2,30,23,45.5,30.55,0,3910.82,CDI,754,72.54,0,0.2717,0,Faible risque
45,2013.64,105,13,35.77,36.69,1,2599.77,CDI,529,78.79,1,0.7194,1,Risque eleve
20,2425.31,98,21,41.11,38.28,1,3144.03,CDI,623,18.62,0,0.5898,1,Risque eleve
33,1396.68,7,23,158.68,12.96,1,1514.69,CDD,597,19.75,0,0.6029,1,Risque eleve
20,1700.85,1,18,32.64,18.81,0,5045.83,Indépendant,778,30.3,0,0.2134,0,Faible risque
42,1406.29,15,20,79.61,40.25,1,3424.55,CDI,488,45.55,1,0.7405,1,Risque eleve
39,1185.46,17,11,12.42,8.13,2,1127.92,CDI,557,14.95,1,0.6401,1,Risque eleve
18,1885.26,16,16,25.29,9.61,0,4239.47,CDI,507,15.9,0,0.4745,0,Risque moyen
40,1919.43,1,12,16.31,7.55,0,1317.69,CDI,761,25.87,0,0.182,0,Faible risque
35,2296.52,28,15,50.99,40.75,0,2338.55,CDI,616,88.47,0,0.4807,0,Risque moyen
40,2486.14,11,18,28.3,24.44,0,1637.82,CDI,650,37.7,0,0.3435,0,Faible risque
57,860.87,12,14,25.14,6.34,1,1325.68,Indépendant,657,36.6,0,0.4275,0,Risque moyen
37,976.8,16,14,32.28,31.35,2,869.07,Sans emploi,607,24.93,1,0.8598,1,Risque eleve
47,1106.62,33,18,23.14,23.55,0,3779.84,CDI,600,15.39,0,0.44,0,Risque moyen
45,1820.64,18,18,56.07,34.16,1,4826.63,CDD,788,71.27,0,0.4306,0,Risque moyen
18,1285.75,36,13,35.63,35.54,0,500.0,CDD,718,66.11,0,0.4597,0,Risque moyen
33,2306.61,8,17,44.9,7.1,0,1598.89,Indépendant,666,31.79,0,0.2832,0,Faible risque
19,1640.59,1,21,70.19,15.08,0,4882.15,CDI,613,16.38,0,0.3622,0,Faible risque
18,1177.93,77,16,15.56,23.92,0,2559.31,Sans emploi,816,46.87,0,0.4653,0,Risque moyen
38,922.01,8,19,247.36,7.82,0,8442.13,CDD,454,30.14,0,0.6517,1,Risque eleve
57,2827.35,31,25,16.61,23.8,0,963.98,CDI,647,28.36,1,0.3471,0,Faible risque
28,1424.96,8,23,40.64,33.23,0,1408.72,CDI,383,47.62,0,0.7462,1,Risque eleve
38,800.0,11,13,36.4,28.45,0,2338.28,CDI,643,47.06,0,0.4136,0,Risque moyen
18,2266.49,60,28,86.19,10.57,0,500.0,CDI,756,46.66,0,0.2305,0,Faible risque
24,2736.72,21,13,54.65,8.04,1,4483.26,CDI,589,54.92,0,0.4557,0,Risque moyen
35,2193.35,6,15,12.01,9.37,1,1443.66,CDI,556,30.26,0,0.5119,1,Risque moyen
28,901.05,3,11,16.83,14.17,0,2859.85,Indépendant,464,25.21,0,0.592,1,Risque eleve
23,1917.99,83,18,14.24,27.14,1,3769.64,Sans emploi,651,56.32,1,0.7594,1,Risque eleve
29,1594.04,30,16,19.74,12.65,0,5700.97,Indépendant,575,57.02,0,0.4412,0,Risque moyen
39,2749.74,30,22,35.1,25.78,0,1557.55,CDI,539,13.7,0,0.4898,0,Risque moyen
27,1802.94,23,19,75.28,19.08,1,1477.11,Indépendant,758,35.79,0,0.341,0,Faible risque
39,1400.51,4,20,39.97,37.95,1,3074.34,CDI,752,40.98,0,0.3975,0,Risque moyen
18,1366.7,8,26,7.46,20.39,1,2621.12,CDD,637,33.84,0,0.5859,1,Risque eleve
47,1398.32,58,14,16.91,33.36,0,847.11,CDI,771,22.68,0,0.2838,0,Faible risque
40,1666.35,7,16,31.46,33.36,1,3070.51,Indépendant,514,55.87,0,0.6956,1,Risque eleve
22,1314.3,46,13,13.21,21.89,0,7134.65,CDI,774,37.4,1,0.2326,0,Faible risque
34,2748.05,10,21,26.71,11.82,0,5030.83,CDI,594,26.43,0,0.3456,0,Faible risque
31,1657.56,5,26,78.97,14.95,0,4550.67,Sans emploi,617,25.47,0,0.6242,1,Risque eleve
22,3295.57,13,18,35.52,27.77,0,3971.94,CDI,645,38.49,0,0.3378,0,Faible risque
32,1208.0,7,17,30.8,19.17,0,1919.28,CDI,713,15.08,0,0.2784,0,Faible risque
31,1254.72,22,15,41.97,13.33,1,2080.03,CDI,713,50.19,0,0.3685,0,Faible risque
47,1122.27,1,22,28.9,22.54,2,1254.41,CDI,664,74.2,1,0.5814,1,Risque eleve
22,2508.04,7,14,31.1,20.0,1,5486.8,CDD,705,4.77,0,0.4303,0,Risque moyen
36,1428.5,34,14,16.07,40.88,0,1515.58,CDI,649,17.94,0,0.4445,0,Risque moyen
54,2940.97,31,20,57.22,28.48,1,4387.28,CDI,686,78.23,0,0.4199,0,Risque moyen
45,1562.47,27,23,73.51,29.73,0,5611.86,CDI,767,44.94,1,0.2587,0,Faible risque
49,4151.18,4,17,33.09,37.58,1,8194.38,Sans emploi,453,7.17,1,0.8527,1,Risque eleve
39,1695.99,19,20,8.38,11.76,1,822.28,CDI,647,32.43,0,0.431,0,Risque moyen
57,2764.48,53,16,40.24,25.68,1,6883.06,CDD,660,5.37,1,0.5227,1,Risque moyen
24,2213.56,33,13,17.15,17.63,0,3568.78,CDD,678,20.71,0,0.3832,0,Faible risque
34,2301.29,6,15,97.18,11.28,0,2314.67,CDI,681,10.39,0,0.2568,0,Faible risque
29,1392.08,70,17,37.49,23.55,0,3825.98,CDD,740,25.23,0,0.377,0,Faible risque
35,2547.3,8,16,20.7,23.73,0,4297.87,CDD,818,43.9,0,0.2325,0,Faible risque
37,2253.42,3,14,22.92,11.51,2,5666.13,CDI,695,71.39,1,0.4423,0,Risque moyen
31,1177.23,17,17,5.0,25.41,0,2420.65,Indépendant,681,13.4,0,0.358,0,Faible risque
41,1878.05,29,19,18.28,35.96,0,8350.92,CDI,581,19.58,0,0.4786,0,Risque moyen
26,2103.29,21,24,40.44,25.87,1,2203.51,CDI,672,5.05,0,0.438,0,Risque moyen
30,1280.43,27,13,40.92,6.21,0,2269.72,CDD,670,35.91,0,0.3804,0,Faible risque
24,3043.93,27,19,134.54,39.91,0,1187.02,CDI,611,19.81,0,0.4488,0,Risque moyen
33,1856.02,123,13,9.91,32.72,1,2430.98,Sans emploi,809,43.0,0,0.6184,1,Risque eleve
26,1659.91,7,21,20.26,43.09,1,4255.77,CDD,653,54.73,0,0.6419,1,Risque eleve
29,1926.65,21,18,23.42,39.56,0,1695.97,CDD,653,57.98,0,0.5283,1,Risque moyen
18,1054.91,46,15,16.81,40.97,0,871.41,CDI,613,49.14,1,0.5285,1,Risque moyen
31,2161.02,49,14,14.27,21.32,0,2830.8,CDD,640,34.69,0,0.4643,0,Risque moyen
20,1697.99,6,20,79.27,25.51,0,1724.64,CDI,519,35.59,0,0.5432,1,Risque eleve
50,2283.34,10,15,32.11,29.78,0,5532.76,CDI,591,14.28,1,0.419,0,Risque moyen
24,2314.47,14,20,123.71,20.35,0,2063.88,Indépendant,498,23.19,0,0.5502,1,Risque eleve
32,2912.28,20,21,62.53,21.41,0,1343.6,CDD,576,54.85,0,0.5276,1,Risque moyen
31,2983.47,4,20,23.89,27.0,0,2010.57,Indépendant,685,38.72,0,0.3146,0,Faible risque
53,993.48,43,18,24.69,9.2,1,6345.33,CDI,693,45.18,0,0.3795,0,Faible risque
22,1252.58,17,21,28.15,57.67,0,1710.28,CDD,728,26.42,0,0.5154,1,Risque moyen
21,1442.69,10,20,25.35,40.12,1,5964.77,CDD,701,78.08,0,0.5806,1,Risque eleve
38,1484.47,10,9,59.95,8.84,0,2091.18,CDI,624,84.6,0,0.3509,0,Faible risque
20,2080.67,18,14,11.11,6.53,0,9199.0,CDI,524,91.52,0,0.442,0,Risque moyen
35,1173.05,9,22,35.71,63.5,0,1798.17,Indépendant,596,51.98,0,0.635,1,Risque eleve
31,1363.14,4,9,114.26,37.16,1,6622.03,Indépendant,672,41.83,1,0.5024,1,Risque moyen
26,800.0,11,24,81.55,39.91,0,2266.68,Sans emploi,773,32.73,0,0.5624,1,Risque eleve
32,2075.18,13,20,13.28,9.99,2,6678.01,CDD,682,22.45,1,0.5498,1,Risque eleve
41,867.78,17,19,61.2,6.15,0,4867.36,Indépendant,774,84.06,0,0.2163,0,Faible risque
18,1383.77,42,14,13.79,44.57,0,3406.37,CDI,653,37.65,0,0.4649,0,Risque moyen
48,1962.98,19,18,169.09,21.65,2,4607.61,CDD,594,38.0,1,0.7171,1,Risque eleve
62,1496.57,43,18,33.87,24.95,1,3435.05,CDI,690,29.51,0,0.4335,0,Risque moyen
44,1338.24,1,18,191.31,28.07,0,1967.47,Sans emploi,681,16.84,0,0.6009,1,Risque eleve
51,1398.64,21,17,16.61,28.02,2,2937.62,CDI,778,47.89,0,0.4379,0,Risque moyen
27,2089.48,64,21,60.15,30.85,1,3799.37,CDI,590,50.81,0,0.6,1,Risque eleve
46,2551.66,1,15,63.54,22.55,0,7126.28,CDI,743,10.25,0,0.21,0,Faible risque
32,2776.33,10,25,25.72,11.26,0,1726.57,Sans emploi,642,10.73,0,0.5489,1,Risque eleve
25,1397.74,29,25,18.16,14.93,1,4337.65,Sans emploi,752,28.12,0,0.58,1,Risque eleve
36,1821.0,19,17,36.69,19.46,0,662.56,Indépendant,625,62.53,0,0.4085,0,Risque moyen
37,1701.39,35,12,22.51,14.86,0,1253.24,Indépendant,749,50.03,0,0.2509,0,Faible risque
39,2136.27,25,16,37.78,14.69,0,3953.24,CDI,676,13.58,0,0.2813,0,Faible risque
48,2041.62,149,10,24.7,11.53,0,4253.51,CDI,550,20.32,1,0.491,0,Risque moyen
22,1894.77,40,26,25.21,50.46,0,4796.31,Indépendant,569,29.37,1,0.604,1,Risque eleve
32,1808.65,14,19,10.64,27.77,0,3474.83,CDI,635,19.17,0,0.386,0,Faible risque
33,2606.02,12,18,60.7,42.43,1,5389.86,CDI,660,70.65,0,0.507,1,Risque moyen
39,1675.37,1,19,31.53,22.8,0,5471.59,CDI,649,15.95,1,0.3385,0,Faible risque
27,2428.76,31,21,10.98,10.78,0,1838.74,CDI,755,49.58,0,0.2075,0,Faible risque
19,1338.84,23,13,35.68,15.79,1,7165.52,CDI,609,36.71,0,0.4906,0,Risque moyen
45,823.79,1,23,56.73,21.39,0,8726.18,CDD,712,54.56,0,0.377,0,Faible risque
40,2048.03,5,16,24.96,49.15,1,2446.12,Indépendant,822,42.06,0,0.353,0,Faible risque
33,1947.24,22,14,24.45,47.97,0,9851.81,CDI,493,49.86,1,0.6377,1,Risque eleve
39,2106.47,9,21,15.8,31.6,0,6316.32,CDI,657,14.07,0,0.3523,0,Faible risque
35,3436.07,25,23,27.63,10.95,1,6489.96,Indépendant,690,40.61,0,0.3351,0,Faible risque
35,1177.83,39,18,34.76,50.86,0,2955.92,CDI,523,69.14,0,0.6725,1,Risque eleve
50,1174.25,24,13,100.29,7.7,1,1256.05,CDD,726,39.8,0,0.4236,0,Risque moyen
48,2399.49,9,19,13.64,39.58,0,2862.5,CDI,653,22.4,0,0.3894,0,Risque moyen
51,1183.51,36,13,50.09,11.67,1,3211.5,CDI,698,34.25,1,0.3765,0,Faible risque
49,1462.75,7,19,57.08,31.18,0,2196.76,CDD,601,49.58,0,0.5608,1,Risque eleve
31,1766.19,1,12,21.9,20.78,0,2116.91,CDI,576,41.11,0,0.4335,0,Risque moyen
45,1244.28,22,12,90.27,35.03,0,4267.03,Indépendant,705,65.24,1,0.3724,0,Faible risque
38,1739.27,30,13,75.8,30.75,0,4931.58,CDI,631,49.53,0,0.4151,0,Risque moyen
30,2714.94,9,15,264.91,4.44,0,1073.37,CDI,690,24.53,0,0.2297,0,Faible risque
24,1746.11,16,22,79.98,27.25,0,4632.9,Sans emploi,836,32.02,0,0.3936,0,Risque moyen
38,2429.52,13,16,50.67,31.41,2,3019.11,CDI,797,39.55,0,0.3916,0,Risque moyen
27,1280.05,32,16,29.4,29.63,1,1288.0,CDI,595,45.59,0,0.5952,1,Risque eleve
57,1932.67,3,23,32.44,21.48,0,2881.16,CDI,572,37.58,1,0.438,0,Risque moyen
21,1130.93,3,23,462.32,51.88,0,8855.42,CDD,596,36.46,0,0.6499,1,Risque eleve
36,1669.83,1,19,14.59,41.68,1,1775.22,CDI,754,34.63,1,0.4013,0,Risque moyen
39,1038.79,12,19,94.7,36.02,0,5553.55,CDD,617,32.48,0,0.5619,1,Risque eleve
22,2711.98,15,22,24.27,25.08,1,2715.27,CDD,681,35.24,0,0.5073,1,Risque moyen
24,1635.39,51,22,6.6,21.26,0,3292.01,Indépendant,595,10.81,0,0.4594,0,Risque moyen
41,2152.93,13,18,37.99,14.15,0,3069.45,CDI,651,11.59,0,0.3033,0,Faible risque
32,2274.5,19,23,77.77,25.37,1,5092.65,Indépendant,751,15.33,0,0.3427,0,Faible risque
43,1740.39,13,20,118.36,66.02,0,1729.51,CDI,667,11.21,1,0.5052,1,Risque moyen
29,1443.06,18,18,15.93,26.65,2,4806.53,CDI,756,70.1,0,0.4651,0,Risque moyen
32,3022.2,11,21,176.02,49.83,0,2555.43,CDI,687,18.89,0,0.3787,0,Faible risque
35,852.6,1,19,109.58,31.25,0,7911.92,CDI,762,60.35,0,0.2714,0,Faible risque
48,1126.28,1,22,21.58,33.46,0,3393.69,CDI,685,44.5,0,0.3659,0,Faible risque
34,800.0,28,17,103.31,50.56,0,2748.01,CDI,616,50.43,0,0.5556,1,Risque eleve
44,2652.41,7,16,27.46,10.43,1,6656.13,CDD,631,79.97,0,0.5026,1,Risque moyen
20,1402.98,5,17,19.51,26.86,0,6124.37,Sans emploi,780,24.22,0,0.4558,0,Risque moyen
30,2496.57,8,18,69.42,31.33,0,4184.34,CDD,765,28.14,0,0.313,0,Faible risque
